trans_num,cc_num,merchant,category,amt,trans_date_trans_time,city,state,is_fraud
TXN-002147,5076002146,Merchant_food_dining_38,food_dining,357.66,2024-11-17 11:33:00,Chicago,IL,0
TXN-002148,3498002147,Merchant_personal_care_1,personal_care,331.73,2024-11-18 17:11:00,Houston,TX,0
TXN-002149,6311002148,Merchant_entertainment_22,entertainment,251.81,2024-11-19 09:50:00,Seattle,WA,0
TXN-002150,4149002149,Merchant_misc_net_2,misc_net,11960.18,2024-11-20 02:24:00,Philadelphia,PA,1
TXN-002151,8072002150,Merchant_health_fitness_28,health_fitness,291.38,2024-11-21 11:28:00,Columbus,OH,0
TXN-002152,9002002151,Merchant_grocery_pos_14,grocery_pos,63.3,2024-11-22 20:06:00,Chicago,IL,0
TXN-002153,3817002152,Merchant_shopping_net_28,shopping_net,282.25,2024-11-23 17:15:00,Charlotte,NC,0
TXN-002154,3571002153,Merchant_home_49,home,205.48,2024-11-24 08:12:00,Charlotte,NC,0
TXN-002155,2376002154,Merchant_food_dining_11,food_dining,371.22,2024-11-25 11:39:00,Chicago,IL,0
TXN-002156,8543002155,Merchant_personal_care_44,personal_care,204.0,2024-11-26 20:35:00,Columbus,OH,0
TXN-002157,6008002156,Merchant_food_dining_6,food_dining,255.4,2024-11-27 11:56:00,Miami,FL,0
TXN-002158,2840002157,Merchant_food_dining_36,food_dining,75.82,2024-11-28 20:11:00,Philadelphia,PA,0
TXN-002159,1545002158,Merchant_misc_net_48,misc_net,526.01,2024-11-29 05:33:00,Miami,FL,1
TXN-002160,5961002159,Merchant_gas_transport_20,gas_transport,240.87,2024-11-30 09:30:00,Houston,TX,0
TXN-002161,7680002160,Merchant_food_dining_8,food_dining,192.09,2024-12-01 15:40:00,New York,NY,0
TXN-002162,3910002161,Merchant_entertainment_18,entertainment,113.93,2024-12-02 20:20:00,Philadelphia,PA,0
TXN-002163,4131002162,Merchant_food_dining_13,food_dining,306.49,2024-12-03 12:48:00,Houston,TX,0
TXN-002164,6469002163,Merchant_misc_pos_4,misc_pos,181.13,2024-12-04 16:12:00,Philadelphia,PA,0
TXN-002165,5276002164,Merchant_misc_pos_22,misc_pos,208.05,2024-12-05 18:33:00,Los Angeles,CA,0
TXN-002166,3361002165,Merchant_food_dining_22,food_dining,208.78,2024-12-06 11:12:00,Seattle,WA,0
TXN-002167,2161002166,Merchant_home_27,home,158.6,2024-12-07 18:23:00,Chicago,IL,0
TXN-002168,3704002167,Merchant_misc_net_6,misc_net,13786.17,2024-12-08 01:48:00,Chicago,IL,1
TXN-002169,9708002168,Merchant_misc_net_37,misc_net,165.59,2024-12-09 11:48:00,New York,NY,0
TXN-002170,6523002169,Merchant_home_12,home,64.12,2024-12-10 18:53:00,Los Angeles,CA,0
TXN-002171,5399002170,Merchant_misc_net_33,misc_net,308.36,2024-12-11 18:52:00,Miami,FL,0
TXN-002172,2812002171,Merchant_grocery_pos_18,grocery_pos,235.52,2024-12-12 17:17:00,Chicago,IL,0
TXN-002173,1557002172,Merchant_grocery_pos_16,grocery_pos,150.95,2024-12-13 08:41:00,Columbus,OH,0
TXN-002174,8597002173,Merchant_entertainment_40,entertainment,332.41,2024-12-14 13:35:00,Chicago,IL,0
TXN-002175,7028002174,Merchant_shopping_net_41,shopping_net,32.47,2024-12-15 08:51:00,Houston,TX,0
TXN-002176,8248002175,Merchant_personal_care_27,personal_care,64.0,2024-12-16 14:07:00,Houston,TX,0
TXN-002177,7744002176,Merchant_home_44,home,35.87,2024-12-17 10:15:00,Atlanta,GA,0
TXN-002178,7233002177,Merchant_gas_transport_7,gas_transport,160.8,2024-12-18 15:19:00,Chicago,IL,0
TXN-002179,6648002178,Merchant_travel_37,travel,18.5,2024-12-19 19:11:00,Charlotte,NC,0
TXN-002180,4815002179,Merchant_entertainment_23,entertainment,192.28,2024-12-20 10:39:00,Chicago,IL,0
TXN-002181,8223002180,Merchant_health_fitness_21,health_fitness,80.19,2024-12-21 13:09:00,Seattle,WA,0
TXN-002182,8556002181,Merchant_shopping_net_33,shopping_net,5642.69,2024-12-22 03:24:00,Los Angeles,CA,1
TXN-002183,8079002182,Merchant_grocery_pos_16,grocery_pos,10708.47,2024-12-23 22:54:00,New York,NY,1
TXN-002184,6196002183,Merchant_misc_net_25,misc_net,173.04,2024-12-24 14:49:00,Philadelphia,PA,0
TXN-002185,7818002184,Merchant_entertainment_31,entertainment,173.06,2024-12-25 15:17:00,Miami,FL,0
TXN-002186,6447002185,Merchant_misc_pos_44,misc_pos,183.93,2024-12-26 13:56:00,Chicago,IL,0
TXN-002187,3087002186,Merchant_misc_net_37,misc_net,107.97,2024-12-27 20:49:00,Seattle,WA,0
TXN-002188,5041002187,Merchant_grocery_pos_32,grocery_pos,277.33,2024-12-28 10:30:00,Los Angeles,CA,0
TXN-002189,9019002188,Merchant_misc_pos_37,misc_pos,85.62,2024-12-29 13:09:00,Seattle,WA,0
TXN-002190,1971002189,Merchant_grocery_pos_34,grocery_pos,2131.68,2024-12-30 03:31:00,Miami,FL,1
TXN-002191,5255002190,Merchant_misc_net_10,misc_net,150.1,2024-01-01 08:07:00,New York,NY,0
TXN-002192,1056002191,Merchant_home_15,home,143.12,2024-01-02 11:23:00,Chicago,IL,0
TXN-002193,1040002192,Merchant_misc_net_41,misc_net,146.29,2024-01-03 02:38:00,Chicago,IL,1
TXN-002194,6593002193,Merchant_misc_net_42,misc_net,372.86,2024-01-04 17:49:00,New York,NY,0
TXN-002195,9779002194,Merchant_gas_transport_25,gas_transport,395.91,2024-01-05 09:22:00,Seattle,WA,0
TXN-002196,7485002195,Merchant_home_20,home,47.61,2024-01-06 14:51:00,Columbus,OH,0
TXN-002197,6617002196,Merchant_personal_care_2,personal_care,312.59,2024-01-07 20:26:00,Houston,TX,0
TXN-002198,1658002197,Merchant_gas_transport_4,gas_transport,391.28,2024-01-08 15:20:00,Charlotte,NC,0
TXN-002199,4449002198,Merchant_shopping_net_30,shopping_net,2604.14,2024-01-09 01:01:00,Atlanta,GA,1
TXN-002200,1231002199,Merchant_shopping_pos_10,shopping_pos,101.16,2024-01-10 11:47:00,Columbus,OH,0
TXN-002201,5963002200,Merchant_health_fitness_14,health_fitness,163.49,2024-01-11 15:04:00,Los Angeles,CA,0
TXN-002202,6321002201,Merchant_grocery_pos_27,grocery_pos,376.88,2024-01-12 11:15:00,Columbus,OH,0
TXN-002203,1020002202,Merchant_misc_net_1,misc_net,143.25,2024-01-13 20:01:00,Miami,FL,0
TXN-002204,1528002203,Merchant_shopping_pos_9,shopping_pos,331.81,2024-01-14 18:08:00,Columbus,OH,0
TXN-002205,5972002204,Merchant_grocery_pos_47,grocery_pos,2613.14,2024-01-15 23:43:00,Philadelphia,PA,1
TXN-002206,5424002205,Merchant_misc_net_36,misc_net,700.18,2024-01-16 01:01:00,Houston,TX,1
TXN-002207,4941002206,Merchant_shopping_net_20,shopping_net,14908.73,2024-01-17 04:54:00,Houston,TX,1
TXN-002208,5374002207,Merchant_shopping_pos_10,shopping_pos,518.86,2024-01-18 03:03:00,Los Angeles,CA,1
TXN-002209,2177002208,Merchant_health_fitness_38,health_fitness,145.82,2024-01-19 17:03:00,Atlanta,GA,0
TXN-002210,4158002209,Merchant_food_dining_23,food_dining,332.08,2024-01-20 19:32:00,Columbus,OH,0
TXN-002211,4510002210,Merchant_misc_net_23,misc_net,11534.1,2024-01-21 23:30:00,Chicago,IL,1
TXN-002212,2574002211,Merchant_gas_transport_27,gas_transport,27.84,2024-01-22 14:39:00,New York,NY,0
TXN-002213,1315002212,Merchant_misc_pos_38,misc_pos,155.72,2024-01-23 18:57:00,Miami,FL,0
TXN-002214,7460002213,Merchant_travel_8,travel,167.58,2024-01-24 10:00:00,Chicago,IL,0
TXN-002215,8721002214,Merchant_misc_net_24,misc_net,299.35,2024-01-25 12:24:00,Charlotte,NC,0
TXN-002216,2141002215,Merchant_health_fitness_37,health_fitness,321.15,2024-01-26 12:39:00,New York,NY,0
TXN-002217,1472002216,Merchant_shopping_pos_49,shopping_pos,43.54,2024-01-27 13:58:00,Miami,FL,0
TXN-002218,8520002217,Merchant_gas_transport_29,gas_transport,46.38,2024-01-28 08:29:00,Atlanta,GA,0
TXN-002219,5841002218,Merchant_shopping_pos_44,shopping_pos,379.22,2024-01-29 15:22:00,Houston,TX,0
TXN-002220,4467002219,Merchant_shopping_net_41,shopping_net,455.44,2024-01-30 23:10:00,Philadelphia,PA,1
TXN-002221,2786002220,Merchant_shopping_pos_42,shopping_pos,373.9,2024-01-31 20:58:00,Charlotte,NC,0
TXN-002222,6062002221,Merchant_personal_care_38,personal_care,257.08,2024-02-01 16:07:00,Miami,FL,0
TXN-002223,8190002222,Merchant_entertainment_7,entertainment,263.34,2024-02-02 09:27:00,Columbus,OH,0
TXN-002224,9375002223,Merchant_shopping_net_3,shopping_net,2186.76,2024-02-03 02:34:00,Columbus,OH,1
TXN-002225,8431002224,Merchant_shopping_pos_16,shopping_pos,273.86,2024-02-04 00:37:00,Atlanta,GA,1
TXN-002226,2651002225,Merchant_shopping_net_34,shopping_net,7.77,2024-02-05 17:50:00,New York,NY,0
TXN-002227,9674002226,Merchant_grocery_pos_8,grocery_pos,880.1,2024-02-06 04:26:00,Los Angeles,CA,1
TXN-002228,3234002227,Merchant_grocery_pos_9,grocery_pos,206.63,2024-02-07 09:26:00,Miami,FL,0
TXN-002229,4574002228,Merchant_food_dining_12,food_dining,311.81,2024-02-08 17:26:00,New York,NY,0
TXN-002230,8332002229,Merchant_gas_transport_24,gas_transport,364.08,2024-02-09 16:24:00,Houston,TX,0
TXN-002231,8981002230,Merchant_personal_care_35,personal_care,179.38,2024-02-10 13:28:00,Atlanta,GA,0
TXN-002232,2851002231,Merchant_health_fitness_19,health_fitness,14.01,2024-02-11 08:40:00,Seattle,WA,0
TXN-002233,3567002232,Merchant_kids_pets_5,kids_pets,65.52,2024-02-12 18:04:00,Houston,TX,0
TXN-002234,3727002233,Merchant_home_4,home,77.78,2024-02-13 16:30:00,Los Angeles,CA,0
TXN-002235,9930002234,Merchant_misc_pos_3,misc_pos,95.1,2024-02-14 14:46:00,Houston,TX,0
TXN-002236,5230002235,Merchant_gas_transport_27,gas_transport,340.73,2024-02-15 10:08:00,Chicago,IL,0
TXN-002237,5502002236,Merchant_misc_net_46,misc_net,51.8,2024-02-16 09:03:00,Columbus,OH,0
TXN-002238,9629002237,Merchant_gas_transport_32,gas_transport,97.67,2024-02-17 12:57:00,Miami,FL,0
TXN-002239,2475002238,Merchant_food_dining_34,food_dining,371.88,2024-02-18 14:00:00,Houston,TX,0
TXN-002240,3428002239,Merchant_personal_care_32,personal_care,240.43,2024-02-19 10:01:00,Seattle,WA,0
TXN-002241,1686002240,Merchant_travel_36,travel,42.4,2024-02-20 10:36:00,Los Angeles,CA,0
TXN-002242,9804002241,Merchant_misc_net_36,misc_net,116.45,2024-02-21 17:13:00,Houston,TX,0
TXN-002243,4373002242,Merchant_shopping_pos_40,shopping_pos,145.01,2024-02-22 10:39:00,Los Angeles,CA,0
TXN-002244,1089002243,Merchant_shopping_pos_16,shopping_pos,12604.17,2024-02-23 22:26:00,Seattle,WA,1
TXN-002245,1001002244,Merchant_home_26,home,332.04,2024-02-24 13:08:00,Chicago,IL,0
TXN-002246,4714002245,Merchant_shopping_pos_17,shopping_pos,107.49,2024-02-25 14:47:00,Seattle,WA,0
TXN-002247,9026002246,Merchant_misc_pos_1,misc_pos,159.74,2024-02-26 13:33:00,Atlanta,GA,0
TXN-002248,7539002247,Merchant_home_40,home,361.98,2024-02-27 14:03:00,Miami,FL,0
TXN-002249,4508002248,Merchant_misc_pos_9,misc_pos,199.96,2024-02-28 12:38:00,Philadelphia,PA,0
TXN-002250,9426002249,Merchant_kids_pets_30,kids_pets,79.1,2024-02-29 18:52:00,Charlotte,NC,0
TXN-002251,5989002250,Merchant_grocery_pos_44,grocery_pos,7993.62,2024-03-01 22:38:00,New York,NY,1
TXN-002252,2927002251,Merchant_entertainment_41,entertainment,263.74,2024-03-02 16:13:00,Charlotte,NC,0
TXN-002253,6732002252,Merchant_travel_43,travel,145.08,2024-03-03 15:58:00,New York,NY,0
TXN-002254,7611002253,Merchant_misc_pos_38,misc_pos,75.97,2024-03-04 15:05:00,Houston,TX,0
TXN-002255,7053002254,Merchant_shopping_pos_23,shopping_pos,222.82,2024-03-05 13:43:00,Seattle,WA,0
TXN-002256,1993002255,Merchant_grocery_pos_19,grocery_pos,3497.9,2024-03-06 23:39:00,Los Angeles,CA,1
TXN-002257,2031002256,Merchant_gas_transport_31,gas_transport,98.21,2024-03-07 16:22:00,Miami,FL,0
TXN-002258,9925002257,Merchant_personal_care_4,personal_care,128.56,2024-03-08 09:57:00,New York,NY,0
TXN-002259,9285002258,Merchant_entertainment_8,entertainment,122.92,2024-03-09 10:38:00,Chicago,IL,0
TXN-002260,8923002259,Merchant_grocery_pos_28,grocery_pos,95.39,2024-03-10 20:29:00,Philadelphia,PA,0
TXN-002261,1117002260,Merchant_entertainment_25,entertainment,305.81,2024-03-11 09:33:00,Charlotte,NC,0
TXN-002262,7335002261,Merchant_misc_net_4,misc_net,102.7,2024-03-12 13:55:00,Houston,TX,0
TXN-002263,7269002262,Merchant_food_dining_9,food_dining,188.64,2024-03-13 08:26:00,Seattle,WA,0
TXN-002264,4250002263,Merchant_entertainment_31,entertainment,359.47,2024-03-14 08:09:00,Chicago,IL,0
TXN-002265,4049002264,Merchant_personal_care_33,personal_care,94.06,2024-03-15 10:31:00,Chicago,IL,0
TXN-002266,6695002265,Merchant_home_38,home,206.68,2024-03-16 10:51:00,Atlanta,GA,0
TXN-002267,8034002266,Merchant_home_35,home,173.68,2024-03-17 13:58:00,Charlotte,NC,0
TXN-002268,2993002267,Merchant_grocery_pos_11,grocery_pos,13447.36,2024-03-18 02:40:00,Chicago,IL,1
TXN-002269,5767002268,Merchant_health_fitness_40,health_fitness,379.45,2024-03-19 16:35:00,Los Angeles,CA,0
TXN-002270,6078002269,Merchant_travel_15,travel,127.47,2024-03-20 20:19:00,Charlotte,NC,0
TXN-002271,9974002270,Merchant_gas_transport_15,gas_transport,6.47,2024-03-21 12:26:00,Charlotte,NC,0
TXN-002272,6876002271,Merchant_home_10,home,389.38,2024-03-22 11:39:00,Miami,FL,0
TXN-002273,6109002272,Merchant_gas_transport_43,gas_transport,387.05,2024-03-23 19:56:00,Seattle,WA,0
TXN-002274,5713002273,Merchant_food_dining_17,food_dining,308.1,2024-03-24 20:34:00,Philadelphia,PA,0
TXN-002275,1099002274,Merchant_grocery_pos_46,grocery_pos,81.74,2024-03-25 16:16:00,Seattle,WA,0
TXN-002276,3052002275,Merchant_home_41,home,176.81,2024-03-26 11:20:00,Chicago,IL,0
TXN-002277,6901002276,Merchant_misc_net_23,misc_net,264.89,2024-03-27 14:47:00,Charlotte,NC,0
TXN-002278,9015002277,Merchant_food_dining_10,food_dining,386.7,2024-03-28 19:05:00,Philadelphia,PA,0
TXN-002279,9490002278,Merchant_kids_pets_44,kids_pets,86.28,2024-03-29 16:00:00,Seattle,WA,0
TXN-002280,3857002279,Merchant_misc_pos_37,misc_pos,64.81,2024-03-30 10:33:00,New York,NY,0
TXN-002281,1119002280,Merchant_home_30,home,274.18,2024-03-31 15:28:00,Chicago,IL,0
TXN-002282,3668002281,Merchant_shopping_net_38,shopping_net,74.13,2024-04-01 18:00:00,Atlanta,GA,0
TXN-002283,7842002282,Merchant_misc_net_31,misc_net,136.32,2024-04-02 12:25:00,Houston,TX,0
TXN-002284,1200002283,Merchant_grocery_pos_4,grocery_pos,82.62,2024-04-03 08:51:00,Seattle,WA,0
TXN-002285,6935002284,Merchant_health_fitness_7,health_fitness,393.57,2024-04-04 18:12:00,Atlanta,GA,0
TXN-002286,3294002285,Merchant_misc_pos_49,misc_pos,363.69,2024-04-05 15:24:00,Los Angeles,CA,0
TXN-002287,3342002286,Merchant_entertainment_44,entertainment,206.44,2024-04-06 08:40:00,Seattle,WA,0
TXN-002288,3869002287,Merchant_misc_net_7,misc_net,185.24,2024-04-07 13:17:00,Columbus,OH,0
TXN-002289,2017002288,Merchant_shopping_net_45,shopping_net,155.16,2024-04-08 14:58:00,Houston,TX,0
TXN-002290,1371002289,Merchant_misc_pos_43,misc_pos,282.0,2024-04-09 19:12:00,Seattle,WA,0
TXN-002291,1555002290,Merchant_gas_transport_42,gas_transport,43.12,2024-04-10 09:08:00,Columbus,OH,0
TXN-002292,8629002291,Merchant_grocery_pos_31,grocery_pos,67.06,2024-04-11 08:53:00,Los Angeles,CA,0
TXN-002293,6531002292,Merchant_misc_net_46,misc_net,314.34,2024-04-12 18:13:00,Atlanta,GA,0
TXN-002294,7590002293,Merchant_misc_net_39,misc_net,13395.04,2024-04-13 23:43:00,Houston,TX,1
TXN-002295,6006002294,Merchant_personal_care_17,personal_care,322.61,2024-04-14 17:10:00,Miami,FL,0
TXN-002296,4770002295,Merchant_kids_pets_20,kids_pets,38.39,2024-04-15 10:25:00,Atlanta,GA,0
TXN-002297,1214002296,Merchant_shopping_pos_3,shopping_pos,71.88,2024-04-16 09:50:00,Los Angeles,CA,0
TXN-002298,4410002297,Merchant_personal_care_42,personal_care,388.15,2024-04-17 11:30:00,Los Angeles,CA,0
TXN-002299,3711002298,Merchant_shopping_net_1,shopping_net,164.36,2024-04-18 11:18:00,Chicago,IL,0
TXN-002300,1246002299,Merchant_shopping_net_44,shopping_net,255.61,2024-04-19 16:38:00,Charlotte,NC,0
TXN-002301,7095002300,Merchant_shopping_net_19,shopping_net,19.3,2024-04-20 14:44:00,Los Angeles,CA,0
TXN-002302,2851002301,Merchant_misc_pos_49,misc_pos,363.46,2024-04-21 20:48:00,Columbus,OH,0
TXN-002303,8778002302,Merchant_entertainment_9,entertainment,318.26,2024-04-22 17:25:00,Los Angeles,CA,0
TXN-002304,2993002303,Merchant_travel_35,travel,183.08,2024-04-23 11:37:00,Chicago,IL,0
TXN-002305,4882002304,Merchant_shopping_net_30,shopping_net,265.31,2024-04-24 08:15:00,Chicago,IL,0
TXN-002306,5460002305,Merchant_shopping_net_17,shopping_net,339.61,2024-04-25 11:57:00,Chicago,IL,0
TXN-002307,8822002306,Merchant_kids_pets_26,kids_pets,318.38,2024-04-26 20:10:00,Los Angeles,CA,0
TXN-002308,1585002307,Merchant_grocery_pos_32,grocery_pos,46.84,2024-04-27 18:05:00,Columbus,OH,0
TXN-002309,4520002308,Merchant_misc_net_6,misc_net,59.59,2024-04-28 19:28:00,Houston,TX,0
TXN-002310,3027002309,Merchant_food_dining_10,food_dining,88.7,2024-04-29 15:00:00,Columbus,OH,0
TXN-002311,7088002310,Merchant_entertainment_23,entertainment,147.55,2024-04-30 14:07:00,Atlanta,GA,0
TXN-002312,6459002311,Merchant_shopping_net_24,shopping_net,3026.77,2024-05-01 00:19:00,Seattle,WA,1
TXN-002313,8234002312,Merchant_home_16,home,83.06,2024-05-02 09:54:00,Miami,FL,0
TXN-002314,3457002313,Merchant_personal_care_32,personal_care,296.14,2024-05-03 11:54:00,Atlanta,GA,0
TXN-002315,8927002314,Merchant_home_47,home,123.17,2024-05-04 11:05:00,Charlotte,NC,0
TXN-002316,5829002315,Merchant_gas_transport_30,gas_transport,101.29,2024-05-05 13:15:00,Charlotte,NC,0
TXN-002317,9913002316,Merchant_shopping_net_8,shopping_net,317.13,2024-05-06 13:07:00,Charlotte,NC,0
TXN-002318,4086002317,Merchant_home_2,home,183.44,2024-05-07 14:07:00,Houston,TX,0
TXN-002319,2601002318,Merchant_travel_20,travel,195.9,2024-05-08 20:12:00,Seattle,WA,0
TXN-002320,4921002319,Merchant_personal_care_45,personal_care,384.55,2024-05-09 20:48:00,Miami,FL,0
TXN-002321,8459002320,Merchant_kids_pets_8,kids_pets,273.77,2024-05-10 12:34:00,Charlotte,NC,0
TXN-002322,3712002321,Merchant_grocery_pos_15,grocery_pos,135.67,2024-05-11 14:51:00,Charlotte,NC,0
TXN-002323,8006002322,Merchant_shopping_net_11,shopping_net,51.62,2024-05-12 12:08:00,Philadelphia,PA,0
TXN-002324,8513002323,Merchant_entertainment_6,entertainment,162.33,2024-05-13 09:01:00,New York,NY,0
TXN-002325,2138002324,Merchant_grocery_pos_10,grocery_pos,761.19,2024-05-14 03:55:00,Miami,FL,1
TXN-002326,4721002325,Merchant_entertainment_28,entertainment,29.52,2024-05-15 19:08:00,Columbus,OH,0
TXN-002327,5810002326,Merchant_kids_pets_16,kids_pets,151.17,2024-05-16 16:15:00,Columbus,OH,0
TXN-002328,2210002327,Merchant_gas_transport_4,gas_transport,229.77,2024-05-17 10:27:00,Miami,FL,0
TXN-002329,1491002328,Merchant_grocery_pos_7,grocery_pos,7488.02,2024-05-18 04:16:00,New York,NY,1
TXN-002330,3390002329,Merchant_personal_care_15,personal_care,227.61,2024-05-19 14:40:00,New York,NY,0
TXN-002331,2877002330,Merchant_grocery_pos_6,grocery_pos,35.32,2024-05-20 16:50:00,Atlanta,GA,0
TXN-002332,6857002331,Merchant_shopping_net_41,shopping_net,234.16,2024-05-21 23:39:00,Chicago,IL,1
TXN-002333,2139002332,Merchant_misc_net_13,misc_net,25.34,2024-05-22 17:55:00,Chicago,IL,0
TXN-002334,6822002333,Merchant_grocery_pos_26,grocery_pos,7079.83,2024-05-23 03:20:00,Philadelphia,PA,1
TXN-002335,4148002334,Merchant_personal_care_27,personal_care,380.07,2024-05-24 17:23:00,Los Angeles,CA,0
TXN-002336,2333002335,Merchant_grocery_pos_43,grocery_pos,109.31,2024-05-25 10:54:00,Columbus,OH,0
TXN-002337,4123002336,Merchant_health_fitness_47,health_fitness,349.66,2024-05-26 13:07:00,Houston,TX,0
TXN-002338,9926002337,Merchant_misc_net_45,misc_net,211.44,2024-05-27 09:01:00,Charlotte,NC,0
TXN-002339,8409002338,Merchant_entertainment_48,entertainment,312.26,2024-05-28 10:30:00,Charlotte,NC,0
TXN-002340,4890002339,Merchant_misc_pos_15,misc_pos,249.72,2024-05-29 13:37:00,Seattle,WA,0
TXN-002341,1857002340,Merchant_misc_pos_44,misc_pos,173.32,2024-05-30 11:26:00,Miami,FL,0
TXN-002342,3766002341,Merchant_kids_pets_33,kids_pets,332.53,2024-05-31 17:36:00,Houston,TX,0
TXN-002343,2147002342,Merchant_food_dining_9,food_dining,96.7,2024-06-01 15:01:00,New York,NY,0
TXN-002344,8037002343,Merchant_entertainment_21,entertainment,57.97,2024-06-02 16:23:00,Charlotte,NC,0
TXN-002345,4316002344,Merchant_shopping_pos_38,shopping_pos,328.31,2024-06-03 11:25:00,New York,NY,0
TXN-002346,5591002345,Merchant_kids_pets_33,kids_pets,301.48,2024-06-04 12:19:00,Chicago,IL,0
TXN-002347,4061002346,Merchant_food_dining_29,food_dining,340.91,2024-06-05 10:17:00,Chicago,IL,0
TXN-002348,6488002347,Merchant_misc_net_43,misc_net,8822.45,2024-06-06 00:34:00,Atlanta,GA,1
TXN-002349,3013002348,Merchant_gas_transport_48,gas_transport,218.86,2024-06-07 18:32:00,Philadelphia,PA,0
TXN-002350,7622002349,Merchant_health_fitness_25,health_fitness,44.83,2024-06-08 11:35:00,Seattle,WA,0
TXN-002351,6371002350,Merchant_misc_net_5,misc_net,244.3,2024-06-09 09:50:00,Columbus,OH,0
TXN-002352,2825002351,Merchant_health_fitness_49,health_fitness,34.48,2024-06-10 18:21:00,Seattle,WA,0
TXN-002353,5118002352,Merchant_shopping_net_8,shopping_net,231.03,2024-06-11 19:00:00,Chicago,IL,0
TXN-002354,9112002353,Merchant_misc_net_5,misc_net,4313.64,2024-06-12 23:52:00,New York,NY,1
TXN-002355,3395002354,Merchant_shopping_net_34,shopping_net,2890.35,2024-06-13 00:09:00,Houston,TX,1
TXN-002356,9857002355,Merchant_food_dining_49,food_dining,322.45,2024-06-14 09:08:00,Chicago,IL,0
TXN-002357,3510002356,Merchant_health_fitness_46,health_fitness,133.62,2024-06-15 11:15:00,Los Angeles,CA,0
TXN-002358,1546002357,Merchant_gas_transport_15,gas_transport,316.04,2024-06-16 10:03:00,Miami,FL,0
TXN-002359,2065002358,Merchant_shopping_net_20,shopping_net,371.29,2024-06-17 20:50:00,Chicago,IL,0
TXN-002360,8672002359,Merchant_gas_transport_13,gas_transport,397.18,2024-06-18 14:35:00,Chicago,IL,0
TXN-002361,8145002360,Merchant_shopping_pos_25,shopping_pos,101.28,2024-06-19 23:16:00,Philadelphia,PA,1
TXN-002362,7651002361,Merchant_entertainment_18,entertainment,269.03,2024-06-20 12:56:00,Charlotte,NC,0
TXN-002363,4479002362,Merchant_personal_care_49,personal_care,61.64,2024-06-21 13:15:00,Columbus,OH,0
TXN-002364,1563002363,Merchant_shopping_pos_19,shopping_pos,135.78,2024-06-22 19:03:00,Los Angeles,CA,0
TXN-002365,8461002364,Merchant_shopping_pos_41,shopping_pos,8342.42,2024-06-23 05:51:00,Chicago,IL,1
TXN-002366,8717002365,Merchant_personal_care_24,personal_care,394.12,2024-06-24 13:58:00,Columbus,OH,0
TXN-002367,6933002366,Merchant_misc_net_11,misc_net,4498.27,2024-06-25 02:56:00,Seattle,WA,1
TXN-002368,9691002367,Merchant_food_dining_22,food_dining,211.39,2024-06-26 16:55:00,Chicago,IL,0
TXN-002369,6922002368,Merchant_travel_10,travel,314.57,2024-06-27 14:54:00,Chicago,IL,0
TXN-002370,6916002369,Merchant_misc_net_27,misc_net,21.63,2024-06-28 14:34:00,Chicago,IL,0
TXN-002371,8162002370,Merchant_health_fitness_41,health_fitness,54.33,2024-06-29 16:33:00,Seattle,WA,0
TXN-002372,8414002371,Merchant_shopping_net_22,shopping_net,133.04,2024-06-30 14:25:00,New York,NY,0
TXN-002373,6560002372,Merchant_grocery_pos_10,grocery_pos,250.63,2024-07-01 12:57:00,Seattle,WA,0
TXN-002374,2795002373,Merchant_shopping_pos_39,shopping_pos,3730.29,2024-07-02 00:06:00,Houston,TX,1
TXN-002375,9720002374,Merchant_food_dining_46,food_dining,9.51,2024-07-03 16:39:00,Atlanta,GA,0
TXN-002376,5379002375,Merchant_grocery_pos_12,grocery_pos,739.98,2024-07-04 03:13:00,Philadelphia,PA,1
TXN-002377,8841002376,Merchant_entertainment_9,entertainment,279.86,2024-07-05 15:57:00,Seattle,WA,0
TXN-002378,9942002377,Merchant_health_fitness_22,health_fitness,37.25,2024-07-06 09:23:00,Miami,FL,0
TXN-002379,6498002378,Merchant_shopping_pos_31,shopping_pos,284.74,2024-07-07 08:19:00,Charlotte,NC,0
TXN-002380,9931002379,Merchant_misc_net_48,misc_net,315.4,2024-07-08 15:15:00,Atlanta,GA,0
TXN-002381,7450002380,Merchant_shopping_net_29,shopping_net,247.74,2024-07-09 08:51:00,Chicago,IL,0
TXN-002382,5112002381,Merchant_kids_pets_49,kids_pets,357.68,2024-07-10 11:31:00,Los Angeles,CA,0
TXN-002383,9485002382,Merchant_misc_net_43,misc_net,342.49,2024-07-11 10:16:00,Los Angeles,CA,0
TXN-002384,2934002383,Merchant_entertainment_3,entertainment,301.91,2024-07-12 09:28:00,Houston,TX,0
TXN-002385,8693002384,Merchant_home_25,home,107.94,2024-07-13 08:17:00,Houston,TX,0
TXN-002386,7650002385,Merchant_misc_net_3,misc_net,56.61,2024-07-14 09:18:00,Columbus,OH,0
TXN-002387,8150002386,Merchant_shopping_pos_45,shopping_pos,222.5,2024-07-15 03:08:00,Seattle,WA,1
TXN-002388,1879002387,Merchant_grocery_pos_49,grocery_pos,305.57,2024-07-16 16:51:00,Charlotte,NC,0
TXN-002389,3391002388,Merchant_misc_net_1,misc_net,319.86,2024-07-17 13:29:00,Seattle,WA,0
TXN-002390,4000002389,Merchant_grocery_pos_30,grocery_pos,155.8,2024-07-18 10:45:00,Charlotte,NC,0
